assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,date
0,0,50,,,0,11334,0,0,0,0,0.0,0,0,1,3.5,3.0,3,Petr,3.0,5,0,10.0,1,False,100.0,0,0,0,0,180,,,50,0,0,0,11334.jpg,3.0,0,14,Cech,1.9,False,1.0,a,1,3,0.0,6,20081,14022,14230,8359,0.6,1.2,Cech,0,2018-08-24
0,0,0,,,0,80201,-1,1,-1,1,0.0,0,0,1,0.5,0.0,0,Bernd,0.0,0,0,0.0,2,False,0.0,0,0,0,0,0,,,49,0,0,0,80201.jpg,0.0,0,0,Leno,1.8,False,19.0,a,1,3,0.0,0,2716,859,32122,15895,0.0,0.0,Leno,0,2018-08-24
0,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,3,False,0.0,0,0,0,0,0,Achilles injury - Expected back 11 Nov,2018-07-05T14:31:07Z,55,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,6.0,i,1,3,0.0,0,175,55,2094,795,0.0,0.0,Koscielny,0,2018-08-24
0,0,33,,,0,98745,0,0,0,0,28.5,0,0,2,1.5,1.0,1,Héctor,1.0,5,0,10.0,4,False,44.2,0,0,0,0,180,,,55,0,0,0,98745.jpg,1.0,0,0,Bellerín,12.5,False,2.0,a,1,3,27.0,2,37237,24561,162563,86949,0.2,0.4,Bellerín,0,2018-08-24
0,0,14,100.0,100.0,0,38411,0,0,0,0,16.2,0,0,2,1.0,0.5,1,Nacho,0.5,3,0,5.3,5,False,15.2,0,0,0,0,90,,2018-08-05T10:31:10Z,55,0,0,0,38411.jpg,1.0,0,0,Monreal,0.8,False,18.0,a,1,3,22.0,1,9038,8631,14204,4241,0.1,0.2,Monreal,0,2018-08-24
0,0,0,,,0,156074,0,0,0,0,0.0,0,0,2,0.5,0.0,0,Rob,0.0,0,0,0.0,6,False,0.0,0,0,0,0,0,,,45,0,0,0,156074.jpg,0.0,0,0,Holding,0.6,False,16.0,a,1,3,0.0,0,1735,553,8347,3923,0.0,0.0,Holding,0,2018-08-24
0,0,27,,,0,69140,0,0,0,0,10.4,0,0,2,1.0,0.5,0,Shkodran,0.5,5,0,8.5,7,False,57.0,0,0,0,0,180,,,55,0,0,0,69140.jpg,0.5,0,0,Mustafi,1.2,False,20.0,a,1,3,17.0,1,3264,1553,16448,9068,0.1,0.2,Mustafi,1,2018-08-24
0,0,0,0.0,0.0,0,111457,-1,1,-1,1,0.0,0,0,2,0.0,0.0,0,Sead,0.0,0,0,0.0,8,False,0.0,0,0,0,0,0,Knee injury - Expected back 07 Oct,2018-08-02T07:01:09Z,49,0,0,0,111457.jpg,0.0,0,0,Kolasinac,0.4,False,31.0,i,1,3,0.0,0,291,82,13682,4180,0.0,0.0,Kolasinac,0,2018-08-24
0,0,0,,,0,233963,-1,1,-1,1,0.0,0,0,2,0.5,0.0,0,Konstantinos,0.0,0,0,0.0,10,False,0.0,0,0,0,0,0,,,49,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.2,False,27.0,a,1,3,0.0,0,542,161,3507,1447,0.0,0.0,Mavropanos,0,2018-08-24
0,0,0,,,0,27335,-1,1,-1,1,5.8,0,0,2,1.0,0.5,0,Stephan,0.5,1,0,0.9,11,False,1.0,0,0,0,0,55,,,49,0,0,0,27335.jpg,1.0,0,0,Lichtsteiner,1.9,False,12.0,a,1,3,2.0,1,6387,1575,36268,21340,0.1,0.2,Lichtsteiner,0,2018-08-24
